CustomerID,Age,Gender,Country,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisitsFrequency,Item,Churn
231,,Male,India,,35,1148.84,Electronics,6/10/2023,Arts development officer,Bi-weekly,Smartphone,FALSE
232,63,Female,Iran,Bronze,20,366.78,Electronics,21/3/2023,Advertising account planner,Monthly,Headphones,TRUE
233,65,Male,Philippines,Bronze,33,1503.64,Clothing,9/12/2023,Make,Daily,T-Shirt,TRUE
234,56,Non-Binary,Pakistan,Platinum,50,686.43,Home Goods,19/8/2023,Multimedia programmer,Monthly,Bedding Set,TRUE
235,,Male,China,,6,1555.73,Clothing,1/9/2023,Higher education lecturer,Daily,Jeans,TRUE
236,,Non-Binary,India,,48,809.76,Clothing,12/11/2023,Electronics engineer,Daily,Sneakers,TRUE
237,41,Female,Pakistan,Bronze,9,220.23,Clothing,21/5/2023,Homeopath,Monthly,T-Shirt,TRUE
238,53,Male,Turkey,Gold,25,74.06,Clothing,21/6/2023,"Editor, magazine features",Daily,Jeans,FALSE
239,,Female,Turkey,,9,574.39,Clothing,28/4/2023,Leisure centre manager,Weekly,Dress,TRUE
240,44,Female,India,Platinum,5,754.19,Electronics,19/2/2023,"Buyer, retail",Monthly,Smartphone,TRUE
241,24,Male,Vietnam,Gold,1,1900.21,Clothing,22/2/2023,"Engineer, civil (contracting)",Monthly,Sneakers,TRUE
242,39,Female,Turkey,Silver,20,675.3,Home Goods,25/9/2023,"Conservator, museum/gallery",Monthly,Lamp,TRUE
243,36,Non-Binary,Vietnam,Platinum,37,1574.85,Clothing,27/6/2023,Learning disability nurse,Bi-weekly,Dress,TRUE
244,25,Non-Binary,Turkey,Silver,38,1994.67,Electronics,21/1/2023,Chartered loss adjuster,Daily,Smartwatch,FALSE
245,46,Female,Turkey,Bronze,27,1362.31,Electronics,15/2/2023,Broadcast journalist,Bi-weekly,Smartphone,TRUE
246,42,Male,Indonesia,Platinum,39,984.51,Clothing,7/4/2023,Theatre stage manager,Monthly,Sneakers,FALSE
247,24,Male,Vietnam,Gold,11,1311.65,Electronics,23/3/2023,Chief Strategy Officer,Monthly,Headphones,TRUE
248,24,Male,Pakistan,Bronze,17,482.9,Home Goods,15/4/2023,"Scientist, research (life sciences)",Weekly,Lamp,TRUE
249,61,Non-Binary,Bangladesh,Silver,23,1995.52,Clothing,13/11/2023,Financial manager,Bi-weekly,T-Shirt,FALSE
250,64,Male,Turkey,Gold,20,718.98,Electronics,14/4/2023,Quarry manager,Monthly,Laptop,TRUE
251,,Non-Binary,Pakistan,,21,180.99,Electronics,7/1/2023,"Radiographer, therapeutic",Daily,Headphones,FALSE
252,61,Male,India,Silver,34,390.18,Electronics,20/7/2023,"Production designer, theatre/television/film",Monthly,Smartphone,TRUE
253,58,Male,Pakistan,Silver,41,1331.75,Clothing,22/12/2023,"Scientist, water quality",Weekly,Dress,TRUE
254,18,Non-Binary,Japan,Silver,14,592.77,Home Goods,4/12/2023,Child psychotherapist,Daily,Coffee Maker,TRUE
255,38,Male,India,Platinum,8,561.59,Clothing,10/4/2023,Plant breeder/geneticist,Bi-weekly,Dress,FALSE
256,40,Female,Pakistan,Platinum,40,386.43,Home Goods,9/1/2023,Technical author,Bi-weekly,Couch,FALSE
257,38,Male,Indonesia,Silver,20,278.05,Clothing,15/1/2023,Bonds trader,Weekly,Dress,FALSE
258,54,Female,India,Platinum,12,999.01,Home Goods,15/1/2023,Retail manager,Weekly,Lamp,TRUE
259,26,Male,Japan,Gold,29,1257.85,Clothing,1/1/2024,Software engineer,Monthly,Dress,TRUE
260,,Non-Binary,,,27,1434.78,Clothing,30/4/2023,Commercial art gallery manager,Weekly,T-Shirt,FALSE
261,36,Male,Philippines,Gold,15,1098.34,Electronics,16/5/2023,"Designer, multimedia",Monthly,Laptop,FALSE
262,35,Non-Binary,Iran,Gold,35,1654.09,Electronics,25/5/2023,Commercial/residential surveyor,Weekly,Laptop,FALSE
263,37,Male,China,Platinum,17,729.73,Electronics,26/5/2023,Multimedia specialist,Daily,Smartphone,FALSE
264,65,Non-Binary,Iran,Gold,46,1240.01,Clothing,13/10/2023,Herbalist,Weekly,Jeans,FALSE
265,54,Female,China,Gold,39,1100.6,Clothing,10/1/2023,Health and safety inspector,Bi-weekly,Sneakers,FALSE
266,26,Female,Bangladesh,Bronze,18,1740.74,Electronics,11/1/2023,"Engineer, aeronautical",Weekly,Headphones,FALSE
267,61,Female,Philippines,Platinum,10,1175.98,Clothing,18/2/2023,Retail buyer,Monthly,T-Shirt,FALSE
268,43,Non-Binary,Turkey,Gold,45,1875.86,Clothing,18/5/2023,Occupational psychologist,Monthly,T-Shirt,FALSE
269,64,Female,Pakistan,Gold,5,1601.57,Clothing,16/9/2023,"Librarian, academic",Monthly,Dress,TRUE
270,38,Female,Bangladesh,Gold,36,1176.97,Home Goods,2/5/2023,Games developer,Bi-weekly,Couch,FALSE
271,,Non-Binary,China,,2,292.26,Electronics,25/5/2023,Purchasing manager,Monthly,Smartwatch,FALSE
272,62,Male,Philippines,Gold,11,1755.13,Clothing,19/11/2023,Government social research officer,Bi-weekly,Sneakers,FALSE
273,21,Female,Vietnam,Gold,47,1413.91,Electronics,31/5/2023,Ranger/warden,Daily,Laptop,FALSE
274,,Male,Iran,,38,491.07,Home Goods,23/5/2023,"Surveyor, commercial/residential",Daily,Bedding Set,FALSE
275,45,Non-Binary,Philippines,Silver,31,188.12,Clothing,21/11/2023,Museum/gallery curator,Daily,Sneakers,TRUE
276,26,Female,,Silver,42,1986.23,Electronics,1/12/2023,Mental health nurse,Daily,Smartphone,TRUE
277,40,Non-Binary,Philippines,Silver,41,1509.12,Clothing,24/2/2023,Field seismologist,Monthly,T-Shirt,FALSE
278,26,Male,Vietnam,Platinum,23,1928.33,Clothing,26/10/2023,Community development worker,Weekly,T-Shirt,FALSE
279,53,Non-Binary,Bangladesh,Gold,50,1885.49,Electronics,2/2/2023,Community development worker,Bi-weekly,Smartphone,TRUE
280,36,Non-Binary,Pakistan,Bronze,16,1015.03,Electronics,4/9/2023,Early years teacher,Monthly,Laptop,FALSE
281,41,Female,Japan,Silver,25,1728.59,Home Goods,4/6/2023,Senior tax professional/tax inspector,Bi-weekly,Coffee Maker,TRUE
282,22,Male,Philippines,Bronze,1,561.26,Electronics,6/12/2023,Higher education lecturer,Monthly,Smartwatch,TRUE
283,,Female,Philippines,,41,1096.3,Home Goods,19/10/2023,"Surveyor, land/geomatics",Bi-weekly,Couch,FALSE
284,27,Non-Binary,India,Gold,26,1193.55,Home Goods,22/1/2023,"Surveyor, insurance",Daily,Lamp,FALSE
285,21,Male,,Bronze,28,276.17,Home Goods,28/2/2023,"Engineer, automotive",Daily,Coffee Maker,FALSE
286,18,Non-Binary,Japan,Silver,45,72.13,Clothing,12/7/2023,"Journalist, magazine",Bi-weekly,Jeans,TRUE
287,64,Male,India,Bronze,22,1623.86,Clothing,12/4/2023,"Designer, blown glass/stained glass",Daily,T-Shirt,TRUE
288,47,Non-Binary,China,Gold,4,1024.24,Home Goods,12/10/2023,Transport planner,Bi-weekly,Couch,FALSE
289,32,Non-Binary,Pakistan,Bronze,3,1724.44,Electronics,2/9/2023,Multimedia specialist,Daily,Smartwatch,FALSE
290,29,Male,China,Platinum,15,677.51,Clothing,26/7/2023,Museum/gallery conservator,Bi-weekly,Sneakers,FALSE
291,,Non-Binary,Pakistan,,12,485.21,Home Goods,13/12/2023,Television camera operator,Monthly,Lamp,TRUE
292,37,Female,India,Bronze,36,940.66,Clothing,25/9/2023,Television/film/video producer,Bi-weekly,Sneakers,FALSE
293,47,Female,Pakistan,Platinum,50,1562.98,Home Goods,1/4/2023,Tourism officer,Weekly,Lamp,FALSE
294,32,Non-Binary,Bangladesh,Gold,41,1687.17,Electronics,18/7/2023,"Psychologist, clinical",Daily,Smartwatch,TRUE
295,,Male,Indonesia,,27,1009.46,Electronics,25/10/2023,Curator,Bi-weekly,Smartphone,TRUE
296,62,Female,India,Platinum,48,215.56,Electronics,22/4/2023,"Engineer, electronics",Weekly,Smartwatch,FALSE
297,55,Non-Binary,Indonesia,Bronze,28,1341.77,Electronics,6/9/2023,"Investment banker, corporate",Bi-weekly,Headphones,TRUE
298,62,Non-Binary,India,Gold,21,932.88,Electronics,28/11/2023,Dramatherapist,Weekly,Laptop,FALSE
299,24,Male,Bangladesh,Platinum,30,662.36,Electronics,6/4/2023,Art therapist,Bi-weekly,Smartphone,TRUE
300,37,Female,Philippines,Gold,8,226.32,Home Goods,3/8/2023,Museum/gallery exhibitions officer,Daily,Bedding Set,FALSE
301,23,Non-Binary,,Silver,23,822.68,Electronics,24/1/2023,"Investment banker, operational",Bi-weekly,Smartphone,FALSE
302,,Female,Pakistan,,7,950.98,Electronics,4/11/2023,Neurosurgeon,Daily,Smartphone,FALSE
303,30,Female,Bangladesh,Gold,44,1279.08,Home Goods,23/11/2023,Sales executive,Bi-weekly,Couch,FALSE
304,22,Male,Iran,Platinum,9,229.36,Clothing,4/11/2023,Leisure centre manager,Daily,T-Shirt,FALSE
305,54,Female,Iran,Platinum,32,107.49,Home Goods,1/6/2023,Landscape architect,Weekly,Coffee Maker,TRUE
306,35,Female,Japan,Silver,3,1247.51,Home Goods,2/9/2023,Careers information officer,Bi-weekly,Lamp,FALSE
307,23,Female,,Platinum,9,867.51,Home Goods,11/4/2023,"Producer, radio",Weekly,Couch,TRUE
308,63,Female,,Platinum,35,1573.8,Clothing,22/3/2023,Immunologist,Bi-weekly,Jeans,FALSE
309,38,Non-Binary,Philippines,Silver,2,1796.74,Clothing,7/12/2023,Occupational hygienist,Monthly,Jeans,FALSE
310,24,Male,India,Silver,18,1090.69,Home Goods,8/12/2023,Water engineer,Weekly,Lamp,TRUE
311,29,Male,Japan,Silver,38,670.11,Home Goods,13/1/2023,Lawyer,Bi-weekly,Couch,TRUE
312,54,Non-Binary,Vietnam,Silver,37,1899.32,Clothing,3/4/2023,Best boy,Bi-weekly,T-Shirt,FALSE
313,21,Male,Philippines,Silver,2,1076.57,Electronics,20/7/2023,Osteopath,Weekly,Headphones,FALSE
314,38,Male,Turkey,Bronze,10,1193.89,Electronics,10/11/2023,Hospital doctor,Bi-weekly,Headphones,TRUE
315,55,Male,Bangladesh,Gold,20,679.08,Electronics,27/5/2023,"Engineer, chemical",Monthly,Smartphone,TRUE
316,32,Non-Binary,Turkey,Silver,25,648.31,Home Goods,8/8/2023,"Merchandiser, retail",Weekly,Couch,TRUE
317,54,Male,Vietnam,Silver,39,670.52,Home Goods,14/9/2023,Hydrogeologist,Daily,Coffee Maker,TRUE
318,65,Male,Iran,Silver,23,1965.64,Electronics,14/2/2023,Ceramics designer,Daily,Headphones,TRUE
319,18,Female,Pakistan,Silver,16,1401.69,Clothing,27/8/2023,Archivist,Daily,T-Shirt,TRUE
320,46,Non-Binary,India,Platinum,11,1774.88,Clothing,26/6/2023,Prison officer,Bi-weekly,T-Shirt,TRUE
321,54,Non-Binary,Vietnam,Silver,11,930.01,Electronics,8/8/2023,Clinical biochemist,Daily,Laptop,FALSE
322,39,Male,Vietnam,Platinum,11,1477.37,Home Goods,19/11/2023,Minerals surveyor,Bi-weekly,Lamp,FALSE
323,45,Non-Binary,Philippines,Silver,39,1785.02,Electronics,9/12/2023,Lobbyist,Daily,Smartphone,TRUE
324,62,Non-Binary,Vietnam,Gold,43,598.97,Electronics,17/11/2023,"Designer, industrial/product",Daily,Smartwatch,FALSE
325,21,Female,Indonesia,Bronze,28,220.88,Home Goods,19/2/2023,"Engineer, energy",Monthly,Couch,FALSE
326,28,Non-Binary,Japan,Gold,6,973.46,Electronics,1/8/2023,Printmaker,Monthly,Headphones,FALSE
327,59,Non-Binary,Japan,Platinum,12,773.49,Clothing,30/6/2023,Music tutor,Weekly,Sneakers,TRUE
328,,Female,Iran,,18,1150.28,Electronics,14/1/2023,Osteopath,Daily,Headphones,TRUE
329,55,Male,Bangladesh,Bronze,25,1645.89,Clothing,6/4/2023,Architect,Monthly,Jeans,TRUE
330,37,Male,Turkey,Platinum,46,117.72,Home Goods,16/4/2023,Health service manager,Weekly,Lamp,FALSE
331,28,Male,India,Silver,9,133.22,Electronics,21/1/2023,Art gallery manager,Monthly,Smartphone,TRUE
332,38,Non-Binary,Philippines,Bronze,6,806.79,Clothing,29/3/2023,Art therapist,Bi-weekly,Dress,FALSE
333,62,Non-Binary,Pakistan,Platinum,8,858.16,Electronics,21/3/2023,Horticultural consultant,Daily,Laptop,TRUE
334,,Female,Vietnam,,17,796.93,Clothing,19/3/2023,Retail buyer,Monthly,Sneakers,TRUE
335,,Non-Binary,,,3,821.8,Clothing,17/1/2023,Firefighter,Weekly,Dress,TRUE
336,41,Male,Pakistan,Gold,20,656.35,Clothing,14/1/2023,Clinical cytogeneticist,Daily,Jeans,FALSE
337,37,Non-Binary,Pakistan,Platinum,50,1660.36,Clothing,6/6/2023,"Engineer, manufacturing",Daily,Jeans,TRUE
338,65,Female,Iran,Gold,4,1054.78,Electronics,3/12/2023,"Therapist, occupational",Bi-weekly,Smartwatch,FALSE
339,,Non-Binary,Turkey,,12,425.89,Electronics,7/12/2023,Chartered management accountant,Weekly,Laptop,TRUE
340,63,Male,Philippines,Gold,24,1655.84,Home Goods,16/6/2023,Biomedical scientist,Daily,Coffee Maker,TRUE
341,49,Non-Binary,Turkey,Platinum,12,1923.01,Clothing,11/3/2023,Trade mark attorney,Bi-weekly,Sneakers,FALSE
342,36,Male,Vietnam,Platinum,4,367.67,Home Goods,18/9/2023,Chartered certified accountant,Weekly,Coffee Maker,TRUE
343,59,Female,Bangladesh,Bronze,50,1935.92,Home Goods,1/1/2024,Clinical cytogeneticist,Monthly,Coffee Maker,FALSE
344,32,Female,Pakistan,Gold,46,1935.7,Home Goods,18/8/2023,Health service manager,Monthly,Bedding Set,TRUE
345,,Male,Turkey,,20,1370.53,Home Goods,16/6/2023,Scientific laboratory technician,Daily,Bedding Set,TRUE
346,37,Non-Binary,Indonesia,Bronze,31,174.48,Clothing,12/2/2023,Materials engineer,Bi-weekly,Sneakers,TRUE
347,30,Male,Vietnam,Silver,4,1620.59,Home Goods,13/6/2023,"Education officer, museum",Bi-weekly,Couch,TRUE
348,36,Female,Iran,Platinum,26,807.14,Electronics,13/3/2023,"Surveyor, mining",Weekly,Smartphone,TRUE
349,,Female,Turkey,,11,1689.25,Home Goods,5/10/2023,Media buyer,Bi-weekly,Coffee Maker,TRUE
350,64,Non-Binary,India,Silver,44,1804.2,Home Goods,21/11/2023,Careers information officer,Weekly,Bedding Set,TRUE
351,39,Female,Bangladesh,Gold,38,623.4,Electronics,10/5/2023,Chartered loss adjuster,Daily,Laptop,TRUE
352,30,Non-Binary,Indonesia,Bronze,44,794.25,Clothing,8/6/2023,Dancer,Daily,Jeans,FALSE
353,30,Female,Turkey,Platinum,37,1791.05,Clothing,24/10/2023,Theme park manager,Bi-weekly,Jeans,FALSE
354,49,Female,China,Silver,21,1287.27,Electronics,19/5/2023,Soil scientist,Bi-weekly,Smartphone,FALSE
355,49,Male,Turkey,Silver,40,895.74,Clothing,13/6/2023,Advertising account executive,Monthly,Dress,FALSE
356,,Non-Binary,Indonesia,,47,777.55,Electronics,25/7/2023,Chief Marketing Officer,Weekly,Laptop,FALSE
357,32,Non-Binary,Vietnam,Gold,20,301.42,Clothing,23/4/2023,"Psychologist, sport and exercise",Bi-weekly,T-Shirt,TRUE
358,36,Female,China,Gold,28,1781.55,Electronics,14/7/2023,Psychiatrist,Monthly,Smartphone,FALSE
359,43,Male,Vietnam,Silver,15,1467.98,Electronics,19/9/2023,Wellsite geologist,Daily,Smartphone,FALSE
360,41,Non-Binary,Japan,Bronze,25,1759.26,Clothing,7/4/2023,"Surveyor, land/geomatics",Daily,T-Shirt,FALSE
361,59,Male,China,Bronze,45,275.79,Clothing,25/6/2023,Sales executive,Daily,Dress,FALSE
362,31,Non-Binary,Vietnam,Bronze,20,870.7,Electronics,31/1/2023,Wellsite geologist,Bi-weekly,Smartphone,TRUE
363,24,Non-Binary,India,Bronze,19,272.32,Electronics,26/4/2023,IT technical support officer,Weekly,Headphones,FALSE
364,40,Non-Binary,India,Platinum,19,362.73,Home Goods,26/4/2023,Legal secretary,Weekly,Lamp,TRUE
365,33,Male,China,Bronze,43,223.56,Electronics,18/3/2023,Chemical engineer,Monthly,Laptop,FALSE
366,64,Non-Binary,Iran,Bronze,17,1306.46,Clothing,7/8/2023,"Psychologist, clinical",Bi-weekly,T-Shirt,FALSE
367,20,Female,India,Gold,44,659.78,Home Goods,7/11/2023,Records manager,Daily,Couch,FALSE
368,26,Non-Binary,India,Silver,22,747.18,Clothing,21/2/2023,Water engineer,Bi-weekly,T-Shirt,TRUE
369,39,Male,Philippines,Bronze,26,830.49,Clothing,19/8/2023,Counselling psychologist,Monthly,Dress,TRUE
370,59,Male,Iran,Bronze,9,1407.53,Electronics,16/10/2023,Communications engineer,Daily,Smartwatch,TRUE
371,29,Non-Binary,Turkey,Platinum,50,749.27,Electronics,20/1/2023,Chief Marketing Officer,Weekly,Smartwatch,FALSE
372,44,Female,Vietnam,Bronze,5,560.15,Clothing,30/12/2023,"Journalist, broadcasting",Weekly,Sneakers,FALSE
373,45,Non-Binary,Iran,Silver,31,724.21,Home Goods,11/2/2023,Technical sales engineer,Monthly,Couch,FALSE
374,59,Male,Bangladesh,Platinum,32,1745.36,Electronics,29/4/2023,English as a second language teacher,Bi-weekly,Headphones,FALSE
375,50,Male,China,Platinum,26,1643.35,Electronics,15/5/2023,Medical illustrator,Monthly,Smartwatch,FALSE
376,49,Female,India,Gold,8,1962.31,Home Goods,5/2/2023,Statistician,Daily,Lamp,FALSE
377,53,Non-Binary,Pakistan,Bronze,6,1593.98,Home Goods,13/2/2023,Tourism officer,Bi-weekly,Coffee Maker,TRUE
378,39,Female,Bangladesh,Bronze,15,1696.42,Clothing,25/3/2023,Health promotion specialist,Monthly,Sneakers,TRUE
379,25,Male,Indonesia,Silver,1,715.65,Home Goods,9/8/2023,Environmental health practitioner,Bi-weekly,Couch,FALSE
380,49,Male,,Platinum,7,545.86,Electronics,1/10/2023,Adult nurse,Daily,Smartwatch,FALSE
381,47,Male,China,Gold,7,1526.44,Electronics,15/2/2023,"Conservator, furniture",Daily,Smartwatch,TRUE
382,60,Non-Binary,Iran,Silver,32,58.46,Home Goods,12/12/2023,Town planner,Monthly,Lamp,FALSE
383,62,Non-Binary,China,Silver,47,1639.73,Electronics,21/6/2023,Records manager,Bi-weekly,Smartwatch,TRUE
384,56,Non-Binary,Bangladesh,Silver,18,825.85,Clothing,8/8/2023,Marketing executive,Monthly,Jeans,TRUE
385,56,Non-Binary,,Gold,45,1118.22,Clothing,6/1/2023,Sports coach,Weekly,Sneakers,TRUE
386,61,Male,Pakistan,Silver,33,1107.86,Home Goods,24/7/2023,Market researcher,Daily,Lamp,TRUE
387,61,Non-Binary,Iran,Gold,28,1626.19,Home Goods,12/11/2023,Sports coach,Daily,Couch,FALSE
388,30,Female,Pakistan,Silver,19,1382.61,Electronics,5/12/2023,"Engineer, energy",Bi-weekly,Laptop,TRUE
389,46,Male,Turkey,Silver,48,1311.88,Clothing,6/9/2023,Nature conservation officer,Bi-weekly,T-Shirt,TRUE
390,42,Female,Indonesia,Gold,36,154.91,Home Goods,30/8/2023,Chartered certified accountant,Weekly,Lamp,FALSE
391,58,Non-Binary,,Gold,49,1197.35,Home Goods,3/3/2023,"Librarian, academic",Weekly,Coffee Maker,TRUE
392,46,Male,Indonesia,Bronze,12,1926.83,Home Goods,17/4/2023,Ship broker,Daily,Lamp,TRUE
393,53,Female,Iran,Silver,11,1188.77,Clothing,3/1/2024,Commercial/residential surveyor,Bi-weekly,Jeans,FALSE
394,27,Female,Iran,Bronze,50,1868.14,Home Goods,1/2/2023,Archivist,Bi-weekly,Bedding Set,FALSE
395,63,Female,Vietnam,Silver,12,1065.18,Home Goods,16/10/2023,"Sound technician, broadcasting/film/video",Monthly,Lamp,FALSE
396,40,Male,Bangladesh,Silver,43,697.17,Clothing,8/8/2023,Financial manager,Weekly,Dress,FALSE
397,25,Non-Binary,Bangladesh,Gold,29,518.68,Home Goods,25/2/2023,Sub,Weekly,Bedding Set,TRUE
398,25,Female,Vietnam,Gold,35,1461.75,Electronics,16/4/2023,Plant breeder/geneticist,Bi-weekly,Smartwatch,TRUE
399,20,Female,,Silver,21,1052.09,Electronics,12/10/2023,Horticultural consultant,Daily,Smartphone,FALSE
400,61,Female,Philippines,Bronze,14,1098.62,Home Goods,28/5/2023,Furniture conservator/restorer,Daily,Coffee Maker,FALSE
401,47,Non-Binary,Iran,Gold,3,220.67,Electronics,6/10/2023,Medical physicist,Bi-weekly,Smartphone,TRUE
402,44,Female,India,Platinum,41,838.67,Clothing,28/12/2023,Legal secretary,Monthly,T-Shirt,FALSE
403,65,Non-Binary,Iran,Bronze,45,1704.09,Clothing,23/4/2023,Passenger transport manager,Daily,Sneakers,FALSE
404,36,Female,China,Platinum,26,1653.14,Electronics,8/5/2023,"Designer, multimedia",Weekly,Smartphone,TRUE
405,52,Female,Bangladesh,Silver,20,1370.71,Home Goods,8/2/2023,Police officer,Bi-weekly,Couch,FALSE
406,25,Male,Indonesia,Bronze,37,1213.48,Home Goods,31/3/2023,"Engineer, broadcasting (operations)",Daily,Bedding Set,FALSE
407,44,Non-Binary,Vietnam,Silver,11,408.79,Home Goods,29/8/2023,Higher education careers adviser,Weekly,Couch,TRUE
408,59,Non-Binary,Indonesia,Bronze,19,1359.79,Clothing,16/11/2023,Radio producer,Weekly,Dress,TRUE
409,40,Male,Philippines,Silver,7,606.02,Electronics,28/9/2023,Manufacturing systems engineer,Bi-weekly,Headphones,TRUE
410,,Non-Binary,Vietnam,,37,1155.38,Clothing,31/5/2023,Automotive engineer,Weekly,Jeans,FALSE
411,63,Non-Binary,Vietnam,Platinum,18,1688.21,Electronics,23/1/2023,"Scientist, forensic",Bi-weekly,Smartwatch,TRUE
412,40,Female,Japan,Platinum,36,262.22,Home Goods,1/3/2023,"Geologist, engineering",Daily,Coffee Maker,FALSE
413,34,Non-Binary,India,Bronze,47,197.03,Electronics,21/4/2023,Gaffer,Daily,Smartwatch,FALSE
414,20,Non-Binary,Japan,Gold,35,1793.27,Home Goods,9/5/2023,"Lecturer, further education",Weekly,Coffee Maker,TRUE
415,26,Female,Vietnam,Bronze,26,759.54,Electronics,31/1/2023,"Scientist, forensic",Weekly,Smartphone,FALSE
416,46,Male,Philippines,Silver,37,1899.99,Home Goods,23/10/2023,Medical sales representative,Monthly,Couch,FALSE
417,49,Male,,Bronze,17,770.4,Electronics,28/1/2023,"Psychologist, sport and exercise",Weekly,Headphones,TRUE
418,48,Female,India,Bronze,3,1962.15,Clothing,14/11/2023,Corporate investment banker,Bi-weekly,Sneakers,FALSE
419,42,Non-Binary,Japan,Platinum,24,1195.97,Electronics,16/4/2023,"Psychologist, clinical",Bi-weekly,Smartphone,TRUE
420,40,Female,Philippines,Platinum,31,1779.99,Electronics,24/4/2023,Tourist information centre manager,Weekly,Smartphone,FALSE
421,50,Non-Binary,China,Gold,14,342.97,Electronics,4/7/2023,"Engineer, technical sales",Daily,Smartwatch,TRUE
422,64,Male,Turkey,Platinum,44,983.69,Electronics,9/3/2023,"Engineer, maintenance",Weekly,Smartwatch,FALSE
423,33,Male,China,Silver,37,1205.08,Electronics,17/2/2023,Theme park manager,Daily,Smartphone,FALSE
424,28,Female,Japan,Silver,34,1918.56,Home Goods,23/3/2023,"Education officer, environmental",Daily,Bedding Set,FALSE
425,31,Female,Vietnam,Platinum,31,382.61,Clothing,4/3/2023,"Journalist, magazine",Weekly,Jeans,TRUE
426,28,Non-Binary,China,Gold,30,1213.24,Electronics,10/9/2023,"Surveyor, land/geomatics",Monthly,Laptop,FALSE
427,30,Non-Binary,Turkey,Platinum,10,1230.75,Electronics,7/5/2023,Forensic psychologist,Daily,Laptop,FALSE
428,48,Non-Binary,Bangladesh,Silver,39,1101.61,Electronics,23/1/2023,"Producer, television/film/video",Monthly,Headphones,FALSE
429,62,Non-Binary,Vietnam,Platinum,15,1879.92,Clothing,24/6/2023,Sales executive,Bi-weekly,T-Shirt,TRUE
430,26,Female,Iran,Platinum,50,503.4,Electronics,13/8/2023,Special educational needs teacher,Monthly,Laptop,FALSE
431,54,Non-Binary,Indonesia,Bronze,34,64.03,Home Goods,22/9/2023,Multimedia programmer,Bi-weekly,Couch,FALSE
432,45,Non-Binary,China,Gold,17,1717.21,Clothing,22/3/2023,Financial trader,Bi-weekly,Dress,FALSE
433,44,Non-Binary,India,Platinum,12,771.92,Home Goods,3/5/2023,Merchant navy officer,Bi-weekly,Bedding Set,TRUE
434,65,Male,India,Bronze,48,498.05,Home Goods,15/10/2023,"Editor, magazine features",Daily,Lamp,TRUE
435,53,Non-Binary,India,Bronze,11,808.75,Home Goods,3/1/2024,Retail manager,Daily,Lamp,TRUE
436,23,Male,Indonesia,Gold,15,773.13,Home Goods,17/12/2023,Airline pilot,Monthly,Lamp,TRUE
437,,Non-Binary,Bangladesh,,50,1649.45,Home Goods,27/4/2023,Financial controller,Monthly,Bedding Set,FALSE
438,20,Non-Binary,Bangladesh,Silver,40,380.49,Electronics,5/7/2023,Herbalist,Weekly,Smartphone,FALSE
439,35,Female,Vietnam,Gold,43,820.53,Home Goods,25/9/2023,IT technical support officer,Daily,Couch,FALSE
440,53,Female,Pakistan,Gold,23,1928.41,Clothing,12/9/2023,"Therapist, art",Weekly,Dress,FALSE
441,34,Male,Indonesia,Platinum,33,257.61,Electronics,23/4/2023,"Scientist, audiological",Bi-weekly,Laptop,TRUE
442,52,Non-Binary,Iran,Gold,45,913.4,Clothing,23/3/2023,Colour technologist,Monthly,Sneakers,TRUE
443,61,Female,Indonesia,Bronze,31,276.72,Electronics,24/6/2023,Naval architect,Weekly,Smartphone,TRUE
444,44,Female,Bangladesh,Bronze,45,1672.75,Electronics,11/8/2023,Insurance broker,Daily,Headphones,FALSE
445,53,Male,Philippines,Platinum,21,739.4,Home Goods,21/8/2023,"Surveyor, quantity",Weekly,Coffee Maker,TRUE
446,65,Male,Turkey,Silver,48,522.01,Clothing,22/9/2023,Horticultural therapist,Weekly,Jeans,TRUE
447,27,Male,China,Bronze,6,1367.83,Home Goods,28/4/2023,Higher education lecturer,Daily,Couch,TRUE
448,41,Non-Binary,Bangladesh,Gold,32,1801.34,Home Goods,18/8/2023,"Therapist, music",Monthly,Bedding Set,TRUE
449,32,Non-Binary,Iran,Silver,4,1075.18,Clothing,6/5/2023,Health visitor,Daily,Dress,FALSE
450,47,Male,Vietnam,Platinum,21,1393.96,Electronics,25/1/2023,Dietitian,Weekly,Laptop,TRUE
451,41,Non-Binary,Vietnam,Gold,12,1119.7,Electronics,21/8/2023,Chiropractor,Monthly,Headphones,TRUE
452,29,Female,Japan,Platinum,14,867.23,Clothing,3/7/2023,Merchant navy officer,Monthly,Jeans,FALSE
453,54,Non-Binary,Turkey,Silver,7,1455.59,Electronics,27/3/2023,Environmental consultant,Monthly,Smartphone,FALSE
454,65,Male,Japan,Platinum,1,394.38,Clothing,29/10/2023,Artist,Bi-weekly,Sneakers,TRUE
455,53,Non-Binary,Pakistan,Bronze,26,243,Electronics,6/12/2023,Warden/ranger,Weekly,Smartwatch,FALSE
456,46,Non-Binary,Pakistan,Gold,17,753.88,Home Goods,26/3/2023,Medical secretary,Bi-weekly,Lamp,FALSE
457,40,Non-Binary,,Silver,37,1172.99,Home Goods,5/4/2023,Health and safety inspector,Weekly,Bedding Set,TRUE
458,38,Non-Binary,Vietnam,Platinum,50,1486.23,Electronics,24/6/2023,Research scientist (life sciences),Bi-weekly,Smartphone,FALSE
